Dataset,Retriever,Question,Gold Answer,LLM Answer,Claim,Claim Label,Entailment Score,Contradiction Score,Evidence Preview
v1,bm25_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the Super Bowl, and the Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was",the Super Bowl was a celebration of the Super Bowl.,unsupported,0.3651527762413025,0.5009708404541016,
v1,bm25_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the Super Bowl, and the Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was",The Super Bowl was,contradicted,0.14750175178050995,0.6392824649810791,"temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change w"
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold",Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl.,unsupported,0.034050144255161285,0.3414357602596283,
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold","The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",supported,0.7687143683433533,0.0021047601476311684,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold","As this was the 50th Super Bowl, the league emphasized the ""gold",supported,0.9937438368797302,0.0558144748210907,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,hybrid_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the","The theme of Super Bowl 50 was the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the",supported,0.9412648677825928,0.05015590786933899,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,bm25_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC.,The AFC stands for the AFC.,supported,0.6320734024047852,0.5779126882553101,"white jerseys, but they are 0-4 in Super Bowls when wearing orange jerseys, losing in Super Bowl XII, XXII, XXIV, and XLVIII. The only other AFC champion team to have worn white as the designated home team in the Super Bowl was the Pittsburgh Steelers; they defeated the Seattle Seahawks 21–10 in Sup"
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The AFC stands for the AFC North.,contradicted,0.011612647213041782,0.9878228902816772,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The AFC North is the North American Football Conference (NAFC).,contradicted,0.013248256407678127,0.9931830763816833,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The North is the North American Football Conference (NAFC).,contradicted,0.029275350272655487,0.9962480664253235,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The North is,contradicted,0.03096179850399494,0.903763473033905,"regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regu"
v1,hybrid_v1+LLM,What does AFC stand for?,American Football Conference,"The AFC stands for AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC,","The AFC stands for AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC,",supported,0.8155099749565125,0.20472678542137146,"time. They also lost Super Bowl XXI when they wore white jerseys, but they are 0-4 in Super Bowls when wearing orange jerseys, losing in Super Bowl XII, XXII, XXIV, and XLVIII. The only other AFC champion team to have worn white as the designated home team in the Super Bowl was the Pittsburgh Steele"
v1,bm25_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.7391373515129089,0.19871805608272552,"With Rivera having been a linebacker with the Chicago Bears in Super Bowl XX, and Kubiak replacing Elway at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super Bowl in which both head coaches played in the game themselves. Super Bowl 50 was an American football "
v1,dpr_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.7929911017417908,0.6426336169242859,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1, 2016 at SAP Center in San Jose. Alongside the traditional media availabilities, the event featured "
v1,hybrid_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.6860180497169495,0.15945355594158173,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
